Submission Time,Status,Role,In-Person Comfort,Learning Preference,DigitalHybridInPerson
2020-06-13 08:38:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:40:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:41:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:43:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:40:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:38:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:40:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:49:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:41:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:41:00 UTC,Completed,School Nutrition Staff Member,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:46:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:48:00 UTC,Completed,School Nutrition Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:46:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:42:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:44:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:47:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:46:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:48:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:48:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:48:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:47:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:46:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:46:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:49:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:47:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:15:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:48:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:49:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:06:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:49:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:48:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:49:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:50:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:50:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:52:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:23:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:12:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:59:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:56:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:51:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:56:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:59:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:56:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:59:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:56:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-16 08:59:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:00:00 UTC,Completed,School Admin,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:54:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:55:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:55:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:55:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:59:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:01:00 UTC,Completed,District Certified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:06:00 UTC,Completed,Transportation Staff Member,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:59:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:57:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:12:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:00:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:56:00 UTC,Completed,District Classified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:57:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:06:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:00:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:02:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:02:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 08:59:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 08:59:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:01:00 UTC,Completed,Transportation Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:06:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:02:00 UTC,Completed,District Certified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:02:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:03:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:04:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:05:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:03:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:06:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 12:53:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:05:00 UTC,Completed,District Classified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:03:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:04:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:05:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:11:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:11:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:19:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:07:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:13:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:08:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:09:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:17:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:12:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:14:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:15:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:18:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:15:00 UTC,Completed,School Nutrition Staff Member,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:13:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:12:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:17:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:13:00 UTC,Completed,Transportation Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:14:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:15:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:14:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:14:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:14:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:39:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:15:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:18:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:27:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:23:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:16:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:18:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:29:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:29:00 UTC,Completed,Transportation Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:19:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:25:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:17:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:18:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:20:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:22:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:27:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:23:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:21:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:29:00 UTC,Completed,School Nutrition Staff Member,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-13 09:26:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:22:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:28:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:23:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:30:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:24:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:26:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:22:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:24:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 09:24:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:25:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:33:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:29:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 09:25:00 UTC,Completed,Transportation Staff Member,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
